family_key,corpus,tier,family,parameters,mean_bpb,sample_sd_bpb,seed13_bpb,seed29_bpb,seed47_bpb,evaluation_mode
tiny_char_ilm,Tiny Shakespeare,6.5M,Character GPT,6525600,2.650571056458487,0.03730792925743123,2.6653615417015697,2.6081356548021595,2.678215972871732,full-context
tiny_flat_ilm,Tiny Shakespeare,6.5M,Flat ILM,6555064,2.150793189342367,0.007530588433179285,2.159404435995637,2.1475337903976626,2.1454413416338016,full-context
tiny_char_nanogpt,Tiny Shakespeare,6.5M,Character GPT,6525600,2.7167495406097952,0.0167516502885941,2.7347657492832744,2.7016438993796377,2.713838973166473,full-context
tiny_flat_nanogpt,Tiny Shakespeare,6.5M,Flat ILM,6555064,2.1220068978865103,0.004429231828417995,2.1269602414159383,2.1184273274412835,2.1206331248023096,full-context
enwik_byte_ilm,enwik8,6.5M,Byte GPT,6567600,2.4796598924259783,0.016049421642989007,2.496670617072063,2.4775232325089016,2.46478582769697,block-reset
enwik_flat_ilm,enwik8,6.5M,Flat ILM,6561064,2.333130542966622,0.004498130879343618,2.3365112321518575,2.3348550756605735,2.3280253210874347,block-reset
enwik_byte_nanogpt,enwik8,6.5M,Byte GPT,6567600,2.640123634137286,0.003919159684703681,2.6418315777483428,2.642898988591588,2.635640336071927,block-reset
enwik_flat_nanogpt,enwik8,6.5M,Flat ILM,6561064,2.3082378633483573,0.0018757952894756147,2.306483382492856,2.3080151239291204,2.3102150836230955,block-reset
